Region,Area,Landmark,Traffic_Index,Pollution_Index,Max_Traffic_Time,Date,Time
Industrial,East,School,51,111,Night,4/4/21,18:50:12
Suburb,North,Hospital,17,82,Morning,1/22/25,16:01:46
Suburb,South,Park,58,43,Night,4/10/18,11:11:58
Residential,South,School,99,130,Morning,12/11/18,04:08:04
Industrial,South,Stadium,62,86,Evening,4/18/20,02:38:51
Residential,North,Stadium,15,109,Evening,11/11/24,23:40:52
Downtown,North,Park,78,88,Morning,1/17/24,08:31:13
Downtown,North,Hospital,50,101,Afternoon,11/3/23,15:56:56
Suburb,East,Mall,67,87,Morning,11/13/23,11:24:58
Downtown,North,Mall,50,61,Evening,11/10/22,17:53:17
Suburb,West,Park,26,36,Evening,11/12/24,12:23:13
Suburb,West,School,44,76,Morning,8/12/23,06:30:35
Suburb,West,School,61,47,Afternoon,3/15/24,04:49:15
Suburb,East,Stadium,89,74,Evening,1/12/19,18:23:20
Industrial,South,Hospital,20,49,Afternoon,10/26/23,18:27:04
Suburb,West,Hospital,11,137,Night,9/2/24,01:51:19
Downtown,East,Park,92,135,Evening,12/20/21,13:41:40
Industrial,East,School,12,85,Morning,6/1/18,18:41:16
Suburb,West,Mall,14,88,Afternoon,9/9/21,13:03:22
Industrial,East,Mall,50,129,Evening,4/24/21,19:56:38
Industrial,North,Park,39,141,Morning,8/17/19,11:42:54
Industrial,North,Hospital,34,20,Evening,1/4/18,16:29:33
Industrial,North,Mall,40,147,Night,5/23/19,06:10:24
Downtown,South,School,92,125,Night,1/15/23,14:58:26
Residential,South,School,16,93,Morning,10/14/24,21:46:46
Suburb,West,School,72,24,Evening,9/29/24,03:51:22
Industrial,West,Mall,11,39,Morning,5/12/24,18:33:18
Industrial,North,Mall,20,73,Afternoon,1/31/24,18:39:13
Industrial,South,School,64,58,Night,9/13/20,01:24:56
Residential,North,Hospital,42,114,Afternoon,2/11/18,17:52:09
Residential,South,Hospital,24,29,Afternoon,4/22/19,13:21:54
Suburb,North,School,39,27,Evening,11/26/24,22:32:57
Industrial,West,Hospital,68,102,Morning,3/19/20,19:41:15
Suburb,East,Hospital,99,67,Night,5/10/18,18:03:14
Downtown,West,School,16,58,Afternoon,4/26/19,23:24:07
Residential,West,Stadium,31,99,Afternoon,10/28/21,18:46:22
Residential,North,School,77,129,Night,10/19/23,03:24:35
Downtown,North,Mall,72,32,Morning,6/15/24,15:28:29
Downtown,North,Park,49,149,Night,5/6/23,06:47:51
Industrial,East,School,68,22,Night,3/11/21,16:56:23
Industrial,East,School,63,65,Afternoon,11/6/21,20:40:56
Industrial,West,School,44,60,Night,11/30/18,17:05:49
Residential,North,Hospital,91,78,Afternoon,10/24/20,19:12:44
Downtown,South,Park,56,107,Night,6/22/18,11:53:09
Residential,North,Mall,35,61,Evening,3/14/19,19:37:04
Residential,South,Park,74,97,Morning,12/2/23,11:26:59
Industrial,East,School,86,43,Evening,4/14/19,04:50:12
Suburb,North,Park,21,144,Evening,12/22/22,20:26:39
Suburb,North,Hospital,46,132,Night,8/7/22,08:06:25
Industrial,West,Park,53,25,Morning,4/30/20,16:30:55
Suburb,West,Stadium,59,23,Evening,7/2/23,00:12:00
Industrial,East,School,72,59,Night,11/21/22,18:20:54
Downtown,South,Stadium,37,88,Evening,7/2/20,20:42:41
Downtown,West,Park,70,88,Evening,12/9/21,10:17:12
Suburb,North,Hospital,84,85,Night,12/1/22,21:38:49
Industrial,West,Stadium,41,57,Afternoon,3/9/23,08:59:14
Downtown,South,Mall,15,40,Evening,12/10/20,16:03:25
Residential,South,Mall,37,45,Afternoon,7/20/20,22:49:52
Suburb,South,School,78,117,Morning,7/31/20,05:58:52
Industrial,North,Park,86,67,Night,6/10/19,17:43:37
Residential,North,Stadium,69,133,Afternoon,12/27/20,03:38:51
Residential,East,School,87,75,Morning,11/1/23,02:32:10
Industrial,North,Hospital,68,111,Evening,10/21/19,08:11:12
Industrial,North,Hospital,36,103,Morning,10/24/19,21:15:36
Residential,South,Park,86,71,Morning,11/10/19,12:18:21
Downtown,West,Stadium,23,39,Afternoon,3/9/22,19:40:39
Residential,East,School,64,137,Morning,8/2/19,10:16:22
Residential,North,Hospital,40,50,Evening,3/7/24,14:18:44
Industrial,North,Stadium,73,93,Morning,3/26/22,04:24:30
Suburb,West,Mall,63,104,Afternoon,7/25/23,23:58:30
Suburb,South,Stadium,28,101,Afternoon,3/29/20,15:15:47
Downtown,North,Stadium,46,103,Morning,5/20/20,12:34:46
Suburb,North,Hospital,64,99,Morning,1/12/18,22:16:46
Industrial,South,Mall,27,85,Evening,8/18/18,14:49:40
Industrial,West,Stadium,99,146,Evening,10/2/20,11:53:35
Residential,West,Park,97,21,Night,6/23/24,13:08:18
Suburb,South,Park,94,137,Evening,8/14/24,10:00:10
Suburb,South,Park,22,73,Morning,2/27/25,15:16:33
Suburb,West,Park,68,85,Afternoon,8/23/18,17:08:00
Industrial,South,Stadium,97,60,Night,2/16/24,18:34:57
Industrial,East,School,36,90,Evening,8/18/19,00:49:07
Downtown,East,Stadium,30,47,Afternoon,8/1/18,17:01:07
Suburb,North,Mall,18,65,Evening,3/11/21,08:37:15
Industrial,South,School,10,90,Afternoon,6/22/19,20:56:08
Residential,South,Hospital,47,40,Morning,7/27/18,03:06:05
Suburb,North,Mall,25,45,Afternoon,12/20/18,12:07:10
Residential,West,Mall,91,119,Evening,10/18/22,23:33:59
Downtown,East,Stadium,17,43,Afternoon,7/26/19,16:59:30
Industrial,East,Stadium,23,33,Afternoon,9/29/24,02:50:44
Suburb,North,Stadium,95,105,Evening,10/1/22,20:25:39
Industrial,North,Hospital,91,81,Afternoon,8/24/18,00:14:52
Suburb,West,Stadium,22,76,Morning,3/13/18,11:34:40
Industrial,West,Stadium,59,65,Afternoon,3/27/21,12:48:46
Industrial,North,School,13,89,Evening,10/28/22,04:38:06
Industrial,East,Mall,36,135,Evening,12/22/19,13:36:25
Industrial,West,Hospital,46,124,Afternoon,10/19/24,18:19:15
Industrial,South,Stadium,49,66,Afternoon,7/20/21,14:15:53
Suburb,North,Hospital,80,70,Morning,10/4/19,23:09:56
Suburb,South,Park,57,95,Afternoon,9/11/20,01:35:37
Downtown,South,Park,31,101,Afternoon,5/4/23,05:51:56
Downtown,East,Park,51,45,Evening,11/26/20,06:55:36
Residential,West,Stadium,68,34,Night,9/3/18,09:05:45
Industrial,West,Stadium,58,41,Evening,2/22/24,08:13:13
Suburb,North,Park,99,56,Morning,9/30/22,19:48:37
Industrial,South,Park,31,34,Evening,12/3/21,00:22:16
Downtown,East,Stadium,28,128,Night,9/12/21,16:47:28
Downtown,North,School,35,77,Afternoon,6/16/21,16:47:31
Downtown,West,Stadium,62,119,Afternoon,7/3/22,19:30:01
Industrial,North,Park,67,105,Morning,2/11/23,20:58:42
Suburb,South,Stadium,85,100,Evening,4/19/20,09:25:49
Downtown,North,School,71,62,Morning,3/23/18,07:11:27
Downtown,South,School,74,60,Evening,9/4/23,16:38:12
Suburb,East,Hospital,39,84,Night,3/16/18,14:55:43
Suburb,East,Hospital,87,28,Night,2/7/19,10:03:37
Downtown,South,Park,32,57,Night,5/20/23,09:34:47
Suburb,East,Park,13,133,Evening,3/17/23,16:59:20
Residential,North,Park,28,139,Night,12/1/21,11:14:42
Downtown,East,Mall,23,119,Evening,5/10/21,04:57:47
Suburb,West,Hospital,91,73,Evening,12/2/22,05:17:37
Suburb,South,Mall,75,62,Night,7/12/24,20:36:28
Industrial,South,School,55,108,Night,8/26/24,00:06:48
Downtown,North,Stadium,49,27,Evening,2/8/22,14:32:50
Downtown,North,Park,68,24,Evening,11/29/24,11:58:20
Suburb,West,School,24,126,Afternoon,10/8/22,21:05:39
Suburb,East,Hospital,33,77,Morning,1/7/19,00:49:05
Downtown,North,Mall,95,145,Morning,2/15/20,14:46:43
Suburb,South,School,74,117,Morning,4/10/20,09:17:45
Downtown,West,Stadium,87,87,Evening,11/8/24,13:13:55
Industrial,South,Hospital,73,148,Night,9/10/18,15:51:58
Industrial,East,Hospital,79,93,Morning,11/4/18,00:35:59
Residential,West,Park,81,74,Night,5/22/22,22:00:14
Industrial,North,Stadium,40,140,Evening,9/11/19,21:02:41
Suburb,East,Stadium,66,149,Night,9/16/19,04:46:09
Downtown,West,Stadium,54,77,Morning,1/16/24,03:50:30
Suburb,South,Hospital,57,146,Morning,8/31/23,05:54:53
Industrial,East,Hospital,81,130,Night,3/2/19,05:20:19
Industrial,East,Stadium,69,29,Evening,12/22/19,03:38:00
Downtown,West,Mall,78,136,Night,11/12/20,20:11:36
Downtown,North,Hospital,67,32,Night,5/8/21,16:30:51
Downtown,East,Hospital,34,142,Afternoon,5/23/24,00:06:09
Industrial,North,Park,65,73,Night,4/19/20,06:10:53
Suburb,North,Mall,50,136,Night,2/23/19,17:02:29
Downtown,East,School,15,35,Evening,7/8/20,04:15:51
Residential,North,Hospital,58,74,Evening,3/20/24,05:35:37
Downtown,West,Stadium,31,53,Evening,12/19/23,22:46:12
Residential,South,Stadium,37,57,Evening,12/26/18,23:27:06
Residential,South,School,14,42,Afternoon,7/16/21,06:11:15
Industrial,South,Hospital,35,107,Morning,12/9/18,19:27:48
Industrial,North,School,40,32,Night,11/27/20,20:13:35
Suburb,West,Mall,56,78,Evening,6/29/22,22:53:53
Industrial,West,School,34,36,Evening,10/13/22,21:40:44
Downtown,West,Hospital,53,41,Night,3/10/21,10:30:43
Industrial,North,Stadium,67,26,Evening,10/22/20,03:10:50
Industrial,North,Mall,21,21,Evening,10/17/23,06:32:17
Industrial,South,Stadium,43,100,Evening,4/16/21,00:00:23
Suburb,East,Mall,20,146,Morning,7/4/18,20:20:45
Suburb,South,Stadium,51,147,Morning,6/2/21,01:02:39
Suburb,North,Park,58,112,Morning,6/5/22,10:37:33
Suburb,South,School,43,41,Morning,1/1/19,14:20:23
Suburb,West,School,14,138,Night,3/3/24,00:37:02
Residential,East,Hospital,62,67,Night,8/7/22,19:58:10
Residential,West,Stadium,94,102,Night,12/12/23,06:56:51
Residential,East,School,33,60,Morning,9/10/20,05:24:40
Residential,West,Hospital,32,100,Evening,12/17/21,18:00:29
Residential,North,Park,71,26,Morning,5/21/22,23:29:51
Industrial,North,Hospital,30,138,Morning,4/3/22,15:54:09
Downtown,South,Stadium,45,38,Morning,2/26/20,19:34:26
Suburb,North,Hospital,26,21,Afternoon,4/16/24,09:08:52
Downtown,West,School,87,146,Afternoon,1/30/22,01:13:34
Industrial,North,Stadium,37,85,Morning,11/7/19,18:49:49
Downtown,East,School,12,104,Evening,8/16/19,05:14:53
Downtown,South,Hospital,55,98,Afternoon,11/9/23,07:22:29
Suburb,West,Mall,34,48,Morning,4/19/21,01:38:50
Downtown,North,School,71,120,Morning,11/30/21,10:43:16
Suburb,West,Hospital,29,82,Afternoon,5/8/23,23:32:24
Suburb,North,School,59,139,Morning,3/27/19,19:27:21
Suburb,East,School,88,23,Morning,3/23/25,17:40:05
Residential,West,Stadium,76,21,Morning,11/21/21,02:58:52
Downtown,South,Hospital,11,41,Afternoon,2/4/24,00:22:02
Suburb,South,Mall,80,76,Night,9/25/20,02:51:20
Downtown,North,School,76,77,Afternoon,7/23/19,11:32:05
Suburb,South,School,50,139,Morning,9/13/19,01:45:59
Suburb,West,Hospital,57,124,Night,1/22/18,23:35:53
Suburb,South,Hospital,21,65,Afternoon,1/1/22,20:36:42
Industrial,South,Stadium,83,113,Morning,12/20/19,06:58:43
Downtown,North,Mall,67,96,Afternoon,12/24/18,19:04:30
Industrial,North,School,34,82,Morning,10/27/18,18:07:57
Downtown,South,Park,40,93,Morning,4/7/24,17:31:03
Suburb,West,Park,35,61,Morning,7/14/21,21:00:51
Residential,North,School,21,98,Morning,8/17/20,12:28:53
Downtown,East,School,27,60,Evening,2/20/22,10:47:31
Residential,West,Hospital,53,98,Night,10/18/20,22:39:31
Industrial,West,Stadium,93,116,Night,1/17/22,14:30:34
Industrial,West,Park,55,34,Afternoon,12/5/22,13:15:26
Residential,North,Mall,18,58,Night,7/18/19,14:07:50
Residential,East,Mall,57,99,Afternoon,6/9/20,06:31:21
Downtown,North,Hospital,92,75,Night,10/18/21,20:44:05
Downtown,South,Park,56,67,Night,6/22/22,05:06:43
Suburb,South,Hospital,48,24,Morning,8/20/24,10:54:06
Residential,South,Mall,52,126,Afternoon,6/17/23,06:04:55
Industrial,West,Mall,72,25,Night,10/31/22,10:30:23
Residential,East,School,76,78,Evening,11/17/19,03:10:56
Suburb,West,Hospital,99,93,Evening,2/22/25,01:02:02
Industrial,West,Hospital,97,64,Afternoon,6/7/21,12:07:59
Suburb,East,Mall,48,118,Morning,4/15/18,08:52:14
Industrial,North,Park,45,102,Night,3/9/18,05:44:24
Industrial,West,Park,82,128,Morning,11/24/21,15:22:20
Residential,West,Mall,97,82,Morning,11/5/22,04:33:07
Residential,East,Park,99,145,Afternoon,3/16/20,08:38:39
Residential,South,Stadium,68,28,Evening,8/28/18,14:43:05
Residential,North,Mall,23,114,Evening,9/6/21,10:11:26
Downtown,South,Hospital,20,147,Evening,9/26/22,17:18:26
Residential,North,School,12,27,Evening,10/1/23,03:28:54
Residential,East,Stadium,64,113,Evening,8/14/18,00:14:16
Industrial,North,Stadium,46,122,Night,4/25/20,14:27:53
Residential,West,Hospital,24,122,Morning,4/23/22,00:05:47
Industrial,North,Stadium,83,109,Afternoon,6/2/22,14:15:47
Downtown,South,Stadium,17,137,Morning,8/28/21,08:14:52
Downtown,North,Park,25,83,Evening,12/16/24,17:23:43
Suburb,East,Stadium,41,74,Evening,12/25/18,23:32:06
Downtown,East,School,19,55,Evening,12/30/21,15:56:54
Suburb,West,School,34,127,Night,1/21/21,21:33:52
Residential,East,Hospital,82,34,Evening,1/4/19,06:29:28
Industrial,West,Mall,62,134,Morning,7/26/22,17:03:47
Industrial,North,Hospital,48,132,Evening,1/5/19,04:25:22
Industrial,North,Stadium,65,104,Afternoon,8/18/22,10:25:16
Suburb,North,Hospital,59,90,Morning,6/7/24,20:05:38
Residential,West,Mall,70,127,Morning,7/2/24,16:55:51
Industrial,East,Mall,38,57,Night,3/26/19,22:04:17
Industrial,North,Hospital,70,91,Afternoon,1/27/21,19:08:37
Suburb,South,Mall,87,68,Night,3/16/25,15:52:13
Downtown,South,Mall,45,36,Night,3/25/25,22:13:27
Downtown,North,Stadium,98,43,Afternoon,3/22/18,23:25:39
Industrial,West,Park,74,83,Morning,7/15/20,18:40:37
Suburb,North,School,89,68,Night,8/26/18,08:41:16
Suburb,West,Mall,26,136,Evening,7/29/24,14:58:27
Residential,East,School,84,122,Afternoon,7/8/20,05:03:46
Industrial,West,Mall,49,35,Morning,12/29/24,09:38:17
Downtown,South,Park,14,44,Afternoon,12/11/21,07:55:59
Residential,South,Stadium,62,75,Evening,11/10/24,14:11:00
Industrial,South,Stadium,43,31,Night,11/12/19,18:05:35
Industrial,South,Stadium,25,69,Night,9/2/20,20:19:36
Industrial,North,Mall,13,67,Night,10/12/19,18:36:16
Suburb,West,Park,76,69,Afternoon,5/1/18,12:26:47
Industrial,North,School,78,22,Afternoon,1/20/18,22:30:21
Downtown,South,Stadium,86,45,Evening,10/13/20,12:52:04
Suburb,South,School,69,62,Night,4/10/18,12:54:45
Residential,East,Mall,57,148,Morning,2/21/25,15:54:08
Residential,East,Stadium,59,104,Morning,1/24/20,10:13:58
Downtown,North,Park,26,68,Morning,10/14/24,04:09:45
Residential,North,Mall,51,103,Afternoon,7/7/23,20:45:29
Downtown,West,Stadium,97,119,Afternoon,11/22/21,13:53:42
Suburb,North,Park,69,40,Evening,5/10/24,05:45:34
Suburb,South,Mall,31,112,Night,4/14/18,23:31:27
Industrial,West,School,74,94,Evening,1/14/20,20:14:44
Industrial,East,School,26,81,Afternoon,11/15/24,20:33:53
Residential,West,Hospital,14,136,Afternoon,5/11/21,04:05:41
Suburb,West,Stadium,47,69,Afternoon,11/6/19,10:50:19
Suburb,South,Stadium,54,42,Morning,1/6/21,12:54:53
Suburb,West,Hospital,58,138,Evening,4/10/20,19:28:50
Suburb,West,Mall,64,101,Evening,2/6/24,23:13:16
Downtown,North,Mall,61,50,Night,2/14/23,22:31:25
Residential,West,Mall,12,91,Afternoon,3/18/19,16:03:32
Residential,East,Mall,67,111,Evening,5/1/21,04:22:46
Downtown,West,Park,78,121,Morning,7/21/20,09:22:34
Suburb,North,Stadium,59,97,Evening,3/18/23,12:38:31
Industrial,East,Mall,11,42,Afternoon,3/15/24,08:59:42
Residential,South,Stadium,46,72,Night,6/25/24,23:42:19
Suburb,North,Mall,93,68,Afternoon,8/1/24,18:21:46
Suburb,South,Mall,55,91,Evening,7/5/21,17:08:50
Downtown,South,Mall,49,85,Morning,2/20/23,15:56:30
Downtown,North,Park,34,62,Afternoon,11/19/24,04:07:15
Suburb,South,Mall,13,89,Night,5/28/24,11:45:35
Industrial,North,Stadium,83,107,Afternoon,3/10/23,12:01:42
Industrial,West,Stadium,66,88,Evening,7/16/22,06:53:58
Suburb,South,Stadium,73,137,Afternoon,11/14/18,09:21:55
Downtown,North,School,48,54,Afternoon,12/27/24,21:12:41
Downtown,North,Stadium,53,77,Afternoon,2/23/22,11:26:54
Industrial,South,Stadium,60,32,Afternoon,2/8/19,04:27:39
Residential,North,Park,91,124,Evening,12/12/23,07:18:55
Suburb,South,School,85,148,Evening,6/9/22,05:45:06
Suburb,West,School,72,66,Evening,5/24/18,08:02:50
Downtown,South,Park,41,99,Night,11/9/21,18:47:54
Industrial,North,Hospital,79,93,Night,2/15/24,12:17:13
Residential,North,Stadium,87,60,Morning,12/21/19,10:42:53
Suburb,North,Mall,87,109,Afternoon,2/17/21,08:52:28
Residential,West,Hospital,53,98,Evening,1/27/23,23:54:41
Residential,West,Stadium,24,43,Night,8/3/18,11:08:46
Downtown,South,Stadium,77,41,Evening,3/18/21,10:11:13
Residential,North,Mall,29,94,Night,3/1/20,06:55:15
Residential,East,Mall,89,98,Evening,4/19/19,18:52:29
Residential,South,School,11,74,Night,11/2/24,12:52:16
Residential,East,Mall,91,60,Evening,5/24/24,06:26:31
Residential,North,Hospital,46,22,Evening,1/10/25,06:31:13
Downtown,North,Hospital,16,64,Evening,8/5/18,19:56:19
Residential,West,Stadium,43,89,Evening,4/17/22,10:14:17
Suburb,East,Stadium,80,24,Afternoon,2/26/23,02:07:44
Downtown,East,Hospital,72,147,Morning,12/5/24,02:47:27
Industrial,East,Hospital,94,44,Morning,11/13/21,20:44:09
Downtown,North,Stadium,13,25,Evening,5/20/20,03:32:20
Suburb,South,School,58,57,Night,9/17/20,00:54:45
Suburb,North,Stadium,45,119,Afternoon,1/31/22,10:43:18
Downtown,West,Stadium,30,125,Morning,11/2/21,14:02:13
Industrial,East,Hospital,31,73,Afternoon,1/28/23,23:06:42
Suburb,West,Park,57,115,Night,10/25/22,05:55:37
Downtown,East,Hospital,14,88,Evening,7/7/23,12:57:32
Residential,West,Mall,51,51,Morning,4/1/24,08:03:51
Downtown,North,Hospital,83,148,Afternoon,4/2/23,07:05:04
Residential,North,Mall,82,146,Morning,5/5/19,11:08:25
Industrial,West,Hospital,10,112,Evening,10/9/23,17:38:20
Suburb,West,Hospital,23,113,Night,5/16/18,12:17:05
Suburb,South,School,82,111,Night,12/18/21,17:27:53
Industrial,West,Hospital,57,38,Afternoon,11/26/21,17:03:27
Downtown,North,School,21,127,Night,6/16/23,00:12:31
Suburb,East,School,43,31,Morning,9/30/21,07:04:50
Industrial,East,Mall,68,32,Afternoon,7/13/21,02:11:44
Downtown,South,School,38,129,Morning,6/14/19,00:26:18
Suburb,West,School,61,143,Afternoon,6/10/20,10:05:26
Residential,West,Mall,85,106,Night,4/21/21,08:32:57
Residential,East,Hospital,24,116,Morning,2/8/18,03:49:06
Downtown,East,Park,58,62,Morning,5/20/23,05:46:57
Industrial,East,School,64,68,Afternoon,1/3/18,13:08:17
Downtown,South,School,60,121,Night,12/19/20,09:08:30
Downtown,East,Stadium,73,111,Morning,5/23/20,02:05:54
Suburb,West,Stadium,67,138,Evening,12/18/21,18:24:54
Residential,West,Stadium,49,122,Afternoon,8/1/22,04:33:52
Downtown,West,Park,79,136,Afternoon,6/9/22,07:30:30
Industrial,South,Stadium,68,23,Evening,5/26/24,09:12:55
Downtown,West,School,91,117,Afternoon,1/24/25,17:39:48
Suburb,South,Mall,94,102,Night,10/6/22,12:59:18
Suburb,West,Mall,28,87,Morning,11/20/24,20:15:36
Downtown,East,Mall,21,139,Afternoon,7/25/19,13:47:55
Suburb,North,Stadium,44,106,Night,3/20/25,06:28:06
Downtown,West,Hospital,64,77,Afternoon,2/25/19,12:14:45
Industrial,South,Park,58,131,Afternoon,12/10/21,19:52:59
Residential,South,Stadium,74,114,Evening,11/14/24,09:54:27
Residential,East,School,31,88,Evening,6/3/18,18:29:52
Residential,South,Park,97,114,Afternoon,11/8/24,14:30:12
Suburb,North,Stadium,36,141,Morning,12/25/21,06:17:50
Suburb,East,Stadium,85,149,Night,1/28/23,07:29:32
Residential,East,Park,44,95,Night,5/3/21,06:04:14
Industrial,North,Stadium,37,80,Morning,10/17/18,01:16:43
Industrial,South,Mall,41,125,Afternoon,1/11/22,15:49:16
Industrial,South,Stadium,58,27,Afternoon,8/4/23,01:20:00
Industrial,West,Park,47,103,Night,9/8/20,07:40:15
Suburb,West,Park,80,76,Afternoon,7/1/19,03:26:21
Residential,North,Mall,18,34,Evening,10/20/19,13:08:40
Suburb,West,Stadium,25,82,Morning,11/17/18,19:40:55
Suburb,South,Hospital,98,133,Evening,7/26/22,15:20:15
Residential,South,Stadium,94,56,Night,2/2/22,04:06:03
Industrial,East,Mall,98,38,Night,8/17/22,18:58:32
Residential,East,Park,25,110,Morning,6/18/19,08:02:38
Industrial,West,Stadium,78,146,Morning,3/5/18,12:50:32
Industrial,North,Mall,73,54,Night,10/8/20,09:20:02
Downtown,South,Stadium,18,69,Night,2/18/21,03:20:09
Industrial,East,Stadium,49,43,Night,2/23/23,04:04:12
Suburb,South,Hospital,23,100,Afternoon,2/8/18,20:26:05
Suburb,West,Stadium,45,58,Morning,6/6/18,03:21:21
Residential,East,Mall,85,70,Night,7/3/22,19:40:39
Industrial,South,Hospital,79,119,Night,2/28/19,10:06:51
Suburb,North,School,20,32,Afternoon,7/31/24,19:20:55
Residential,North,Stadium,32,129,Morning,12/16/20,20:00:39
Residential,North,Stadium,35,93,Afternoon,2/4/23,19:02:20
Downtown,East,Park,62,69,Morning,10/2/22,18:49:44
Residential,West,Park,93,71,Morning,12/26/24,17:53:01
Suburb,East,Stadium,23,136,Night,5/30/19,16:28:29
Downtown,West,Stadium,18,97,Evening,12/11/21,08:00:10
Industrial,East,Mall,59,111,Morning,12/19/20,20:51:05
Downtown,East,Stadium,83,112,Night,2/26/18,08:00:28
Industrial,West,Park,44,100,Afternoon,5/13/22,02:41:20
Downtown,North,School,85,24,Afternoon,7/24/23,08:03:22
Downtown,East,Hospital,43,69,Morning,10/7/24,13:14:49
Residential,South,Hospital,46,24,Afternoon,1/14/20,00:57:47
Suburb,South,School,84,86,Evening,5/23/22,13:19:18
Suburb,West,Stadium,69,103,Afternoon,3/28/21,02:06:03
Suburb,East,Park,91,109,Evening,8/11/23,18:35:59
Downtown,South,School,79,45,Night,3/19/24,11:14:26
Industrial,East,Park,49,70,Morning,3/31/21,16:18:37
Residential,West,Mall,15,96,Morning,8/26/22,21:48:18
Residential,East,Mall,13,88,Night,4/8/23,21:21:30
Residential,South,Hospital,37,134,Afternoon,7/22/23,10:29:50
Suburb,South,School,67,76,Night,3/27/19,19:21:02
Industrial,North,Park,66,22,Evening,3/16/19,09:45:11
Downtown,West,Mall,50,22,Morning,7/16/19,08:52:27
Suburb,West,School,93,56,Afternoon,5/2/20,13:28:18
Industrial,West,Stadium,87,141,Night,6/12/19,09:14:26
Industrial,North,School,34,46,Evening,6/5/18,14:30:44
Downtown,East,Mall,11,99,Afternoon,12/9/18,00:35:50
Suburb,West,Mall,68,31,Evening,8/12/19,20:23:20
Downtown,East,Park,44,102,Evening,1/31/25,09:47:55
Industrial,West,Mall,62,144,Night,7/21/23,08:33:36
Industrial,South,Hospital,58,98,Morning,1/9/18,05:04:39
Downtown,East,Stadium,37,100,Afternoon,12/23/23,14:11:38
Industrial,East,Park,70,118,Morning,4/12/19,07:40:29
Residential,North,School,12,86,Afternoon,8/29/23,10:54:51
Residential,East,Stadium,30,95,Afternoon,4/9/22,08:29:16
Industrial,West,Hospital,82,107,Evening,4/23/19,21:11:34
Industrial,West,School,28,22,Morning,7/31/23,23:53:56
Residential,West,Park,96,53,Night,9/17/18,13:11:16
Downtown,West,Park,95,148,Morning,4/17/18,05:10:30
Industrial,West,Hospital,44,141,Night,12/16/23,06:36:11
Downtown,South,Park,89,48,Night,8/9/19,22:21:41
Suburb,North,Stadium,47,28,Afternoon,5/10/24,19:13:33
Suburb,North,Stadium,52,36,Evening,8/18/20,23:42:22
Residential,West,Hospital,18,141,Afternoon,12/19/24,06:00:46
Industrial,East,School,61,61,Night,6/20/20,10:46:57
Residential,North,School,45,143,Afternoon,2/22/20,20:58:37
Industrial,South,Stadium,90,89,Afternoon,9/29/23,06:23:17
Downtown,West,Hospital,80,106,Morning,12/25/22,20:03:06
Downtown,West,Stadium,49,125,Afternoon,3/9/20,08:12:11
Suburb,East,Hospital,10,34,Afternoon,10/29/20,20:37:26
Industrial,West,Stadium,71,42,Evening,1/26/19,15:36:38
Residential,North,School,88,36,Evening,1/20/25,05:19:21
Suburb,North,Park,54,61,Afternoon,7/30/18,18:08:37
Downtown,East,Stadium,46,33,Evening,1/15/18,22:19:09
Downtown,West,Stadium,79,24,Afternoon,6/10/21,07:15:11
Industrial,East,Stadium,57,149,Evening,7/25/21,15:28:52
Downtown,East,Park,28,135,Morning,2/1/20,20:01:19
Residential,North,School,25,107,Evening,5/13/21,19:52:18
Industrial,East,Mall,56,48,Evening,12/12/24,11:29:28
Industrial,North,School,98,57,Night,12/20/23,11:21:03
Downtown,South,School,28,45,Night,9/15/19,03:16:52
Downtown,East,Hospital,53,140,Morning,8/16/24,15:49:07
Industrial,North,Hospital,73,97,Morning,12/18/21,13:33:24
Suburb,South,Stadium,45,108,Morning,3/18/25,15:35:02
Suburb,South,Hospital,99,60,Evening,2/13/18,20:44:05
Downtown,South,Mall,40,60,Morning,10/27/18,17:57:39
Suburb,East,Park,28,82,Morning,1/30/19,10:41:48
Residential,East,Mall,32,134,Morning,8/12/22,11:15:01
Residential,West,School,85,67,Afternoon,11/26/22,21:54:54
Residential,South,Mall,99,58,Night,8/8/18,16:15:56
Residential,North,Park,30,113,Evening,6/10/22,10:14:21
Downtown,East,School,84,108,Afternoon,3/14/20,13:26:11
Downtown,West,School,16,145,Night,8/1/24,22:45:08
Downtown,West,Mall,33,50,Evening,7/20/20,23:09:49
Industrial,West,Mall,38,105,Night,10/2/24,02:49:22
Downtown,South,Mall,63,81,Morning,6/19/24,23:56:35
Suburb,West,School,47,63,Morning,4/27/19,08:40:04
Residential,South,Hospital,76,59,Night,10/28/22,01:45:33
Industrial,East,Park,99,35,Morning,9/28/20,05:19:26
Suburb,North,School,97,84,Night,4/3/23,10:36:40
Industrial,North,Mall,21,49,Afternoon,1/12/20,00:45:52
Industrial,East,Mall,64,21,Evening,6/29/22,03:52:36
Industrial,South,Park,24,113,Afternoon,5/1/21,08:20:24
Industrial,West,Stadium,65,22,Night,7/6/19,14:12:06
Industrial,South,Mall,43,148,Afternoon,9/11/23,21:57:39
Suburb,South,Park,90,83,Morning,1/13/24,06:40:01
Industrial,North,Park,80,39,Evening,7/4/18,11:54:13
Suburb,East,Park,72,141,Afternoon,5/30/24,01:46:50
Residential,North,Hospital,75,96,Evening,11/10/18,09:58:08
Downtown,North,Mall,66,116,Afternoon,7/4/23,06:10:01
